Atleta,Equipe_Janela_Análise,Código_Posição_Wyscout,Minutos,Liga,Versão_Temporada,Posição
L. Hernández,Peñarol,1,1604,URU,2024,Lateral
L. Herrera,Defensa y Justicia,10,1570,ARG1,2024,Extremo
L. Hey,Nordsjælland,4,1470,DEN,2024,Zagueiro
L. Hjelde,Sunderland,1,979,ENG2,2024,Lateral
L. Höler,Freiburg,12,2621,GER1,2024,Atacante
L. Holtby,Holstein Kiel,8,2572,GER2,2024,Segundo Volante
L. Hoyos,Newell's Old Boys,0,1072,ARG1,2024,Goleiro
L. Hrádecký,Bayer Leverkusen,0,3329,GER1,2024,Goleiro
L. Ibertsberger,Wolfsberger AC,1,1066,AUT,2024,Lateral
L. Ilić,Troyes,9,1450,FRA2,2024,Meia
L. Ingolotti,Central Córdoba SdE,0,2563,ARG1,2024,Goleiro
L. Insigne,Toronto,11,1508,USA,2024,Extremo
L. Ivanušec,Feyenoord,10,1260,HOL,2024,Extremo
L. Jäger,Rheindorf Altach,8,2885,AUT,2024,Segundo Volante
L. Jaquez,Luzern,4,2683,SWZ,2024,Zagueiro
L. Jensen,Karlsruher SC,8,1688,GER2,2024,Segundo Volante
L. Joseph,Grenoble,10,2874,FRA2,2024,Extremo
L. Jovanović,Radnik Surdulica,10,1094,SER,2024,Extremo
L. Jović,Milan,12,1102,ITA1,2024,Atacante
L. Kamberi,Zürich,4,3495,SWZ,2024,Zagueiro
L. Kelly,Bournemouth,1,1896,ENG1,2024,Lateral
L. Kelly,Coventry City,8,1128,ENG2,2024,Segundo Volante
L. Kelly,Motherwell,0,3893,SCT,2024,Goleiro
L. Kitching,Coventry City,4,2458,ENG2,2024,Zagueiro
L. Klostermann,RB Leipzig,4,1730,GER1,2024,Zagueiro
L. Koleosho,Burnley,10,1039,ENG1,2024,Extremo
L. Kotev,Arda,7,3053,BUL,2024,Primeiro Volante
L. Krajnc,Catanzaro,1,1165,ITA2,2024,Lateral
L. Kronberger,WSG Swarovski Tirol,8,1248,AUT,2024,Segundo Volante
L. Kübler,Freiburg,4,1992,GER1,2024,Zagueiro
L. Kunze,Osnabrück,8,1287,GER2,2024,Segundo Volante
L. Łakomy,Young Boys,9,1466,SWZ,2024,Meia
L. Lamprou,Excelsior,10,1815,HOL,2024,Extremo
L. Lapoussin,Union Saint-Gilloise,1,2826,BEL1,2024,Lateral
L. Lauberbach,Mechelen,12,2194,BEL1,2024,Atacante
L. Le Roux,Volendam,7,958,HOL,2024,Primeiro Volante
L. Lemos,Liverpool,7,1130,URU,2024,Primeiro Volante
L. Lerager,København,8,1492,DEN,2024,Segundo Volante
L. Lezzerini,Brescia,0,2595,ITA2,2024,Goleiro
L. Libutti,Reggiana,4,1133,ITA2,2024,Zagueiro
L. Lindsay,Preston North End,4,4545,ENG2,2024,Zagueiro
L. Lissens,Lyngby,4,1009,DEN,2024,Zagueiro
L. Lollo,Estudiantes,4,1826,ARG1,2024,Zagueiro
L. López,Al Khaleej,4,2967,SAUD,2024,Zagueiro
L. Lozano,Nacional,1,2939,URU,2024,Lateral
L. Lucchesi,Ternana,4,2492,ITA2,2024,Zagueiro
L. Lukačević,Rheindorf Altach,1,1801,AUT,2024,Lateral
L. Luković,IMT Novi Beograd,9,2757,SER,2024,Meia
L. Lund,Viborg,0,1940,DEN,2024,Goleiro
L. Lyratzis,Asteras Tripolis,1,1079,GRE,2024,Lateral
L. Mafouta,Amiens SC,12,3346,FRA2,2024,Atacante
L. Magallán,Pumas UNAM,4,3574,MEX,2024,Zagueiro
L. Magnino,Modena,8,2936,ITA2,2024,Segundo Volante
L. Mai,Lugano,4,2729,SWZ,2024,Zagueiro
L. Maina,Köln,10,2073,GER1,2024,Extremo
L. Majer,Wolfsburg,9,2305,GER1,2024,Meia
L. Malagón,América,0,4125,MEX,2024,Goleiro
L. Maloney,Heidenheim,7,2448,GER1,2024,Primeiro Volante
L. Mancuso,Palermo,12,1134,ITA2,2024,Atacante
L. Marin,Hebar 1918,4,2904,BUL,2024,Zagueiro
L. Marković,Gaziantep,10,1698,TUR,2024,Extremo
L. Maronnier,Guingamp,1,1214,FRA2,2024,Lateral
L. Martínez,Internazionale,12,2996,ITA1,2024,Atacante
L. Martínez,Guaraní,8,1771,PAR,2024,Segundo Volante
L. Martínez Quarta,Fiorentina,4,2562,ITA1,2024,Zagueiro
L. Mätzler,Austria Lustenau,4,1118,AUT,2024,Zagueiro
L. Mayo,Kilmarnock,1,3675,SCT,2024,Lateral
L. Mazzitelli,Frosinone,8,2386,ITA1,2024,Segundo Volante
L. Mbe Soh,Almere City,4,1441,HOL,2024,Zagueiro
L. McCowan,Dundee,8,3598,SCT,2024,Segundo Volante
L. McNally,Stoke City,4,3687,ENG2,2024,Zagueiro
L. Mejía,Nacional,0,2938,URU,2024,Goleiro
L. Melgarejo,Libertad,10,1426,PAR,2024,Extremo
L. Mercan,Fatih Karagümrük,1,3723,TUR,2024,Lateral
L. Messi,Inter Miami,11,1976,USA,2024,Extremo
L. Meza,Nacional Asunción,8,1992,PAR,2024,Segundo Volante
L. Miley,Newcastle United,8,1362,ENG1,2024,Segundo Volante
L. Milivojević,Shabab Al Ahli Dubai,8,1580,UAE,2024,Segundo Volante
L. Millar,Preston North End,1,2800,ENG2,2024,Lateral
L. Miller,Hibernian,1,1867,SCT,2024,Lateral
L. Miller,Motherwell,8,1985,SCT,2024,Segundo Volante
L. Mincarelli,Montpellier,1,1072,FRA1,2024,Lateral
L. Modrić,Real Madrid,8,1960,SPA1,2024,Segundo Volante
L. Montipò,Hellas Verona,0,3977,ITA1,2024,Goleiro
L. Monzón,Racing,4,1885,URU,2024,Zagueiro
L. Morales,Gimnasia La Plata,4,2003,ARG1,2024,Zagueiro
L. Morales,Wanderers,1,3314,URU,2024,Lateral
L. Morgan,New York RB,12,3173,USA,2024,Atacante
L. Moro,Spezia,12,1142,ITA2,2024,Atacante
L. Mouton,Pau,8,1813,FRA2,2024,Segundo Volante
L. Mpasi,Rodez ,0,1884,FRA2,2024,Goleiro
L. Mugni,Ceará,8,1931,BRA2,2024,Segundo Volante
L. Mühl,Spezia,4,1146,ITA2,2024,Zagueiro
L. Mulaj,Stade Lausanne-Ouchy,10,1360,SWZ,2024,Extremo
L. Muriel,Orlando City,12,1933,USA,2024,Atacante
L. Musonda,Silkeborg,1,1549,DEN,2024,Lateral
L. Nego,Le Havre,10,1714,FRA1,2024,Extremo
L. Nestor,Grenoble,4,1497,FRA2,2024,Zagueiro
L. Netz,Borussia M'gladbach,1,2530,GER1,2024,Lateral
L. Nicholls,Huddersfield Town,0,3690,ENG2,2024,Goleiro
L. Noubi,Standard Liège,4,2108,BEL1,2024,Zagueiro
L. Núñez,Deportivo Maldonado,7,2050,URU,2024,Primeiro Volante
L. O'Brien,Middlesbrough,7,1747,ENG2,2024,Primeiro Volante
L. O'Brien,Los Angeles FC,8,1292,USA,2024,Segundo Volante
L. Ocampos,Sevilla,12,3140,SPA1,2024,Atacante
L. Ofori,Moreirense,8,2646,POR1,2024,Segundo Volante
L. Olaza,Krasnodar,1,921,RUS,2024,Lateral
L. Olivas,Mazatlán,4,1687,MEX,2024,Zagueiro
L. O'Nien,Sunderland,4,4261,ENG2,2024,Zagueiro
L. Orellano,Cincinnati,1,3141,USA,2024,Lateral
L. Ortiz,Sol de América,10,3489,PAR,2024,Extremo
L. Osaki,Consadole Sapporo,8,1250,JAP,2024,Segundo Volante
L. Ospina,Alianza,4,1717,COL,2024,Zagueiro
L. Østigård,Napoli,4,1878,ITA1,2024,Zagueiro
L. Otormín,Wanderers,9,968,URU,2024,Meia
L. Owusu,OB,1,2484,DEN,2024,Lateral
L. Owusu,Partizan,7,1355,SER,2024,Primeiro Volante
L. Palacios,Once Caldas,10,1854,COL,2024,Extremo
L. Palma,Celtic,11,1622,SCT,2024,Extremo
L. Palmer,Sheffield Wednesday,4,2690,ENG2,2024,Zagueiro
L. Pandolfi,Cittadella,12,1800,ITA2,2024,Atacante
L. Paqarada,Köln,1,1190,GER1,2024,Lateral
L. Paredes,Roma,7,2881,ITA1,2024,Primeiro Volante
L. Patris,Anderlecht,1,1155,BEL1,2024,Lateral
L. Payares,Patriotas Boyacá,4,1095,COL,2024,Zagueiro
L. Paz,América de Cali,7,962,COL,2024,Primeiro Volante
L. Pecelj,Radnički Kragujevac,1,1994,SER,2024,Lateral
L. Pellegrini,Lazio,1,987,ITA1,2024,Lateral
L. Pellegrini,Roma,8,2136,ITA1,2024,Segundo Volante
L. Peltier,Rotherham United,4,1984,ENG2,2024,Zagueiro
L. Perrin,Strasbourg,4,3104,FRA1,2024,Zagueiro
L. Petkov,Greuther Fürth,12,1248,GER2,2024,Atacante
L. Pétrot,Saint-Étienne,1,3142,FRA2,2024,Lateral
L. Pfeiffer,Darmstadt 98,12,1788,GER1,2024,Atacante
L. Picco,Platense,7,1883,ARG1,2024,Primeiro Volante
L. Pico,Fortaleza,8,3515,COL,2024,Segundo Volante
L. Pinckert,Elversberg,4,990,GER2,2024,Zagueiro
L. Pirard,Kortrijk,0,1492,BEL1,2024,Goleiro
L. Pirola,Salernitana,4,2345,ITA1,2024,Zagueiro
L. Polworth,Kilmarnock,8,2094,SCT,2024,Segundo Volante
L. Pos,Stade Lausanne-Ouchy,4,2401,SWZ,2024,Zagueiro
L. Pratto,Olimpia,12,2779,PAR,2024,Atacante
L. Prip,Konyaspor,10,1786,TUR,2024,Extremo
L. Qamili,Hvidovre,11,2400,DEN,2024,Extremo
L. Querfeld,Rapid Wien,4,2748,AUT,2024,Zagueiro
L. Quiñónes,Tigres UANL,10,2258,MEX,2024,Extremo
L. Rajot,Rodez ,8,3021,FRA2,2024,Segundo Volante
L. Ramazani,Almería,10,1791,SPA1,2024,Extremo
L. Randelovic,Rubin Kazan',8,903,RUS,2024,Segundo Volante
L. Ranieri,Fiorentina,4,2258,ITA1,2024,Zagueiro
L. Rao-Lisoa,Angers SCO,10,1778,FRA2,2024,Extremo
L. Ravanelli,Cremonese,4,2504,ITA2,2024,Zagueiro
L. Reis,Hamburger SV,1,1979,GER2,2024,Lateral
L. Reyes,Atlas,1,2188,MEX,2024,Lateral
L. Riascos,La Equidad,1,1556,COL,2024,Lateral
L. Rinaldi,Rampla Juniors,12,1215,URU,2024,Atacante
L. Ríos,Independiente Rivadavia,8,1253,ARG1,2024,Segundo Volante
L. Ríos,Once Caldas,9,1158,COL,2024,Meia
L. Ritzka,St. Pauli,1,1667,GER2,2024,Lateral
L. Rivas,Nacional Asunción,1,2653,PAR,2024,Lateral
L. Riveros,Tacuary,10,1505,PAR,2024,Extremo
L. Robertone,Almería,7,2812,SPA1,2024,Primeiro Volante
L. Robinson,St. Johnstone,1,3162,SCT,2024,Lateral
L. Rodríguez,Instituto,1,1596,ARG1,2024,Lateral
L. Rodríguez,Bahia,12,1045,BRA1,2024,Atacante
L. Rodríguez,Pachuca,1,2315,MEX,2024,Lateral
L. Rodríguez,Club Tijuana,9,2329,MEX,2024,Meia
L. Rodríguez,Liverpool,12,1390,URU,2024,Atacante
L. Rodríguez,Racing,7,3125,URU,2024,Primeiro Volante
L. Romanić,Železničar Pancevo,12,2919,SER,2024,Atacante
L. Romero,Cruzeiro,7,2761,BRA1,2024,Primeiro Volante
L. Romero,Cruzeiro,8,1237,MEX,2024,Segundo Volante
L. Romo,Monterrey,8,2697,MEX,2024,Segundo Volante
L. Rose,Aris,4,1150,GRE,2024,Zagueiro
L. Rosić,Changchun Yatai,4,1802,CHN,2024,Zagueiro
L. Rosić,Changchun Yatai,4,1431,SER,2024,Zagueiro
L. Rosier,Fortuna Sittard,7,1952,HOL,2024,Primeiro Volante
L. Rota,AEK Athens,1,1918,GRE,2024,Lateral
L. Ruiz,Seongnam,12,944,POR1,2024,Atacante
L. Saldaña,Alianza,1,2601,COL,2024,Lateral
L. Samardžić,Udinese,8,2801,ITA1,2024,Segundo Volante
L. Sanabria,Libertad,8,1859,PAR,2024,Segundo Volante
L. Sanabria,Nacional,8,2222,URU,2024,Segundo Volante
L. Sandoval,Medellín,12,1788,COL,2024,Atacante
L. Sané,Bayern München,10,2349,GER1,2024,Extremo
L. Sanseviero,Danubio,10,1616,URU,2024,Extremo
L. Šatka,Samsunspor,4,2438,TUR,2024,Zagueiro
L. Scales,Celtic,4,3332,SCT,2024,Zagueiro
L. Schaub,Hannover 96,11,1923,GER2,2024,Extremo
L. Schleimer,Nürnberg,12,2225,GER2,2024,Atacante
L. Schnellbacher,Elversberg,12,2357,GER2,2024,Atacante
L. Schöne,NEC,7,1375,HOL,2024,Primeiro Volante
L. Schuler,Magdeburg,12,1926,GER2,2024,Atacante
L. Segovia,Botafogo,4,1135,BEL1,2024,Zagueiro
L. Segovia,CRB,4,1229,BRA2,2024,Zagueiro
L. Sequeira,Independiente Rivadavia,9,1092,ARG1,2024,Meia
L. Sequeira,Peñarol,12,1623,URU,2024,Atacante
L. Sernicola,Cremonese,1,3118,ITA2,2024,Lateral
L. Shankland,Hearts,12,3710,SCT,2024,Atacante
L. Shaw,Manchester United,1,1061,ENG1,2024,Lateral
L. Shengelia,Panetolikos FC,12,1160,GRE,2024,Atacante
L. Sinayoko,Auxerre,10,2215,FRA2,2024,Extremo
Ł. Skorupski,Bologna,0,3348,ITA1,2024,Goleiro
L. Sosa,Danubio,1,1737,URU,2024,Lateral
L. Souto,Huracán,1,1057,ARG1,2024,Lateral
L. Spinazzola,Roma,1,1459,ITA1,2024,Lateral
L. Squadrone,Beroe,4,2605,BUL,2024,Zagueiro
L. Stassin,Westerlo,12,1453,BEL1,2024,Atacante
L. Stevenson,Hibernian,1,1087,SCT,2024,Lateral
L. Stindl,Karlsruher SC,9,1674,GER2,2024,Meia
L. Strizzolo,Modena,12,1107,ITA2,2024,Atacante
L. Štulac,Palermo,7,1171,ITA2,2024,Primeiro Volante
L. Suárez,Talleres Córdoba,4,991,ARG1,2024,Zagueiro
L. Suárez,Pumas UNAM,10,1794,MEX,2024,Extremo
L. Suárez,Almería,12,1035,SPA1,2024,Atacante
L. Suárez,Inter Miami,12,2443,USA,2024,Atacante
L. Subotić,Čukarički,4,974,SER,2024,Zagueiro
L. Sučić,Salzburg,8,1689,AUT,2024,Segundo Volante
L. Suhr,Boston River,10,2319,URU,2024,Extremo
L. Sulzbacher,WSG Swarovski Tirol,1,2736,AUT,2024,Lateral
L. Tawamba,Al Akhdoud,12,3336,SAUD,2024,Atacante
L. Tchaouna,Salernitana,12,2304,ITA1,2024,Atacante
L. Tempelmann,Schalke 04,8,1360,GER2,2024,Segundo Volante
L. Thomas,Middlesbrough,1,1145,ENG1,2024,Lateral
L. Thy,PEC Zwolle,12,2912,HOL,2024,Atacante
L. Torreira,Galatasaray,7,3393,TUR,2024,Primeiro Volante
L. Tousart,Union Berlin,7,1869,GER1,2024,Primeiro Volante
L. Tramoni,Pisa,1,1135,ITA2,2024,Lateral
L. Travis,Ipswich Town,7,1718,ENG2,2024,Primeiro Volante
L. Tremolada,Modena,9,1668,ITA2,2024,Meia
L. Trossard,Arsenal,11,1949,ENG1,2024,Extremo
L. Unnerstall,Twente,0,3749,HOL,2024,Goleiro
L. Väisänen,Austin FC,4,936,USA,2024,Zagueiro
L. Valzania,Ascoli,8,909,ITA2,2024,Segundo Volante
L. Varaldo,Central Córdoba SdE,12,1394,ARG1,2024,Atacante
L. Vargas,Unión Santa Fe,1,1942,ARG1,2024,Lateral
L. Vásquez,Atlético Bucaramanga,8,2210,COL,2024,Segundo Volante
L. Vázquez,Anderlecht,12,1164,BEL1,2024,Atacante
L. Vera,Orenburg,8,1603,RUS,2024,Segundo Volante
L. Verna,Catanzaro,8,2040,ITA2,2024,Segundo Volante
L. Vignali,Spezia,1,1156,ITA2,2024,Lateral
L. Villagra,Sportivo Ameliano,12,1004,PAR,2024,Atacante
L. Villalba,Cruzeiro,4,1514,BRA1,2024,Zagueiro
L. Villiger,Luzern,12,1695,SWZ,2024,Atacante
L. Wahlstedt,Blackburn Rovers,0,2030,ENG2,2024,Goleiro
L. Waldschmidt,Köln,9,1273,GER1,2024,Meia
L. Wasilewsky,Liverpool,8,936,URU,2024,Segundo Volante
L. Winkler,Luzern,8,923,SWZ,2024,Segundo Volante
L. Woolfenden,Ipswich Town,4,4053,ENG2,2024,Zagueiro
L. Woudenberg,Valenciennes,1,2777,FRA2,2024,Lateral
L. Yoro,Lille,4,2943,FRA1,2024,Zagueiro
L. Zanimacchia,Cremonese,1,2782,ITA2,2024,Lateral
L. Zeefuik,AZ,12,997,HOL,2024,Atacante
L. Zelarayán,Al Fateh,9,2995,SAUD,2024,Meia
L. Zidane,Eibar,0,4364,SPA2,2024,Goleiro
L. Zličić,Napredak Kruševac,9,1986,SER,2024,Meia
L. Zorić,Radnički Kragujevac,8,1901,SER,2024,Segundo Volante
L. Zuffi,Winterthur,7,2652,SWZ,2024,Primeiro Volante
Lago Júnior,Racing Santander,10,1262,SPA2,2024,Extremo
Lamine Yamal,Barcelona,10,2466,SPA1,2024,Extremo
Lanchi,Villarreal B,1,1871,SPA2,2024,Lateral
Lander Olaetxea,Albacete,8,3464,SPA2,2024,Segundo Volante
Leandro Pinto,Javor Ivanjica,4,1554,SER,2024,Zagueiro
Leandro Sanca,Chaves,10,1704,POR1,2024,Extremo
Leandro Spadacio,Al Ittihad Kalba,10,1361,UAE,2024,Extremo
Leandro Vilela,Paysandu,8,1488,BRA2,2024,Segundo Volante
Lee Hyun-Ju,Wehen Wiesbaden,9,1654,GER2,2024,Meia
Lee Jae-Sung,Mainz 05,9,2203,GER1,2024,Meia
Lee Kang-In,PSG,11,1573,FRA1,2024,Extremo
Lei Wenjie,Qingdao West Coast,10,1348,CHN,2024,Extremo
Léo,Vasco da Gama,4,3034,BRA1,2024,Zagueiro
Léo Baptistão,Almería,12,2063,SPA1,2024,Atacante
Léo Bonatini,Atlético de San Luis,12,2197,MEX,2024,Atacante
Léo Ceará,Cerezo Osaka,12,3525,JAP,2024,Atacante
Léo Cittadini,Shanghai Port,7,2313,CHN,2024,Primeiro Volante
Léo Coelho,Peñarol,4,1910,URU,2024,Zagueiro
Léo Cordeiro,Estrela Amadora,8,2876,POR1,2024,Segundo Volante
Léo Duarte,İstanbul Başakşehir,4,3116,TUR,2024,Zagueiro
Léo Gomes,Júbilo Iwata,8,2377,JAP,2024,Segundo Volante
Léo Jabá,Estrela Amadora,10,2410,POR1,2024,Extremo
Léo Jardim,Vasco da Gama,0,3840,BRA1,2024,Goleiro
Léo Linck,Athletico Paranaense,0,1357,BRA1,2024,Goleiro
Léo Naldi,Vitória,8,1255,BRA1,2024,Segundo Volante
Léo Oliveira,Ituano,1,963,BRA2,2024,Lateral
Léo Ortiz,Flamengo,4,2084,BRA1,2024,Zagueiro
Léo Pereira,Flamengo,4,2278,BRA1,2024,Zagueiro
Léo Pereira,CRB,10,3128,BRA2,2024,Extremo
Léo Santos,Guarani,4,1092,BRA2,2024,Zagueiro
Léo Vieira,Chapecoense,0,1524,BRA2,2024,Goleiro
Leonardo,Zhejiang Professional,12,2974,CHN,2024,Atacante
Leonardo Buta,Gil Vicente,1,2434,POR1,2024,Lateral
Leonardo Lelo,Casa Pia AC,1,3299,POR1,2024,Lateral
Leonardo Lopes,Cercle Brugge,7,3068,BEL1,2024,Primeiro Volante
Leozinho,Ituano,10,1409,BRA2,2024,Extremo
Leung Nok Hang,Zhejiang Professional,4,1974,CHN,2024,Zagueiro
Li Ang,Shanghai Port,4,1021,CHN,2024,Zagueiro
Li Hailong,Qingdao Hainiu,1,2053,CHN,2024,Lateral
Li Lei,Beijing Guoan,1,2336,CHN,2024,Lateral
Li Shenyuan,Changchun Yatai,1,2365,CHN,2024,Lateral
Li Shuai,Shanghai Port,1,2364,CHN,2024,Lateral
Li Songyi,Henan,4,1523,CHN,2024,Zagueiro
Li Tixiang,Zhejiang Professional,7,2348,CHN,2024,Primeiro Volante
Li Yang,Chengdu Rongcheng,4,974,CHN,2024,Zagueiro
Li Yuanyi,Shandong Taishan,8,1659,CHN,2024,Segundo Volante
Li Zhi, Shenzhen Peng City,1,1745,CHN,2024,Lateral
Liao Chengjian,Changchun Yatai,8,1777,CHN,2024,Segundo Volante
Liao Junjian,Meizhou Hakka,4,2463,CHN,2024,Zagueiro
Liao Lisheng,Shandong Taishan,8,1704,CHN,2024,Segundo Volante
Lima,Fluminense,7,2088,BRA1,2024,Primeiro Volante
Lin Liangming,Beijing Guoan,10,1839,CHN,2024,Extremo
Lincoln,Red Bull Bragantino,9,1624,BRA1,2024,Meia
Liu Dianzuo,Wuhan Three Towns,0,2877,CHN,2024,Goleiro
Liu Jiashen,Qingdao Hainiu,4,1600,CHN,2024,Zagueiro
Liu Junshuai,Qingdao Hainiu,4,2049,CHN,2024,Zagueiro
Liu Ruofan,Wuhan Three Towns,10,1212,CHN,2024,Extremo
Liu Wei,Nantong Zhiyun,4,1944,CHN,2024,Zagueiro
Liu Yang,Shandong Taishan,1,2152,CHN,2024,Lateral
Liu Yixin,Henan,1,1449,CHN,2024,Lateral
Liziero,Yverdon Sport,8,2131,SWZ,2024,Segundo Volante
Lluis López,Real Zaragoza,4,1476,SPA2,2024,Zagueiro
Logan Costa,Toulouse,4,3026,FRA1,2024,Zagueiro
Loïc Williams,Tenerife,4,1538,SPA2,2024,Zagueiro
Loide Augusto,Alanyaspor,1,2011,TUR,2024,Lateral
Long Wei,Qingdao Hainiu,8,1884,CHN,2024,Segundo Volante
Loren Morón,Aris,12,2848,GRE,2024,Atacante
Louay Ashour,Al Markhiya,0,1197,QAT,2024,Goleiro
Lourenço,Ceará,7,2552,BRA2,2024,Primeiro Volante
Lourency,Khorfakkan,10,2243,UAE,2024,Extremo
Lu Yongtao,Nantong Zhiyun,8,1389,CHN,2024,Segundo Volante
Luan Cândido,Red Bull Bragantino,4,2218,BRA1,2024,Zagueiro
Luan Dias,Guarani,12,2280,BRA2,2024,Atacante
Luan Silva,Vitória,7,1747,BRA1,2024,Primeiro Volante
Luan Silva,Amazonas,12,962,BRA2,2024,Atacante
Luanzinho,Al Sharjah,10,1042,UAE,2024,Extremo
Lucão,América Mineiro,4,1514,BRA2,2024,Zagueiro
Lucas Adell,Guarani,4,1407,BRA2,2024,Zagueiro
Lucas Anacker,Alcorcón,0,1278,SPA2,2024,Goleiro
Lucas Arcanjo,Vitória,0,3768,BRA1,2024,Goleiro
Lucas Barbosa,Juventude,10,2680,BRA1,2024,Extremo
Lucas Dias,Botafogo SP,4,1386,BRA2,2024,Zagueiro
Lucas Esteves,Vitória,1,3304,BRA1,2024,Lateral
Lucas Evangelista,Red Bull Bragantino,7,2723,BRA1,2024,Primeiro Volante
Lucas Fasson,Lokomotiv Moskva,4,1580,RUS,2024,Zagueiro
Lucas Fernandes,Cuiabá,9,1164,BRA1,2024,Meia
Lucas Fernandes,Cerezo Osaka,10,3015,JAP,2024,Extremo
Lucas Freitas,Juventude,4,1415,BRA1,2024,Zagueiro
Lucas Galvão,Austria Wien,4,2290,AUT,2024,Zagueiro
Lucas Gazal,Mirassol,4,1315,BRA2,2024,Zagueiro
Lucas Halter,Botafogo,4,1529,BRA1,2024,Zagueiro
Lucas João,Umm Salal,12,960,QAT,2024,Atacante
Lucas Kal,Atlético GO,7,1302,BRA1,2024,Primeiro Volante
Lucas Lima,Sport Recife,10,3249,BRA2,2024,Extremo
Lucas Lima,İstanbul Başakşehir,1,2274,TUR,2024,Lateral
Lucas Maia,Paysandu,4,2775,BRA2,2024,Zagueiro
Lucas Mendes,Al Wakrah,4,2054,QAT,2024,Zagueiro
Lucas Mineiro,Cuiabá,7,2621,BRA1,2024,Primeiro Volante
Lucas Moura,São Paulo,10,2494,BRA1,2024,Extremo
Lucas Paquetà,West Ham United,10,2954,ENG1,2024,Extremo
Lucas Pimenta,Al Wahda,4,2430,UAE,2024,Zagueiro
Lucas Pires,Cádiz,1,1761,SPA1,2024,Lateral
Lucas Piton,Vasco da Gama,1,3002,BRA1,2024,Lateral
Lucas Possignolo,Zhejiang Professional,4,2565,CHN,2024,Zagueiro
Lucas Ramon,Mirassol,1,3460,BRA2,2024,Lateral
Lucas Ribeiro,Goiás,4,2850,BRA2,2024,Zagueiro
Lucas Ronier,Coritiba,10,3182,BRA2,2024,Extremo
Lucas Rosa,Real Valladolid,1,1845,SPA2,2024,Lateral
Lucas Sasha,Fortaleza,7,1360,BRA1,2024,Primeiro Volante
Lucas Silva,Cruzeiro,8,2191,BRA1,2024,Segundo Volante
Lucas Taylor,Polissya,1,968,UKR,2024,Lateral
Lucas Torró,Osasuna,7,2149,SPA1,2024,Primeiro Volante
Lucas Vázquez,Real Madrid,1,1671,SPA1,2024,Lateral
Lucas Ventura,Portimonense,7,2185,POR1,2024,Primeiro Volante
Lucas Veríssimo,Al Duhail,4,992,QAT,2024,Zagueiro
Lucca,Grêmio Novorizontino,12,1114,BRA2,2024,Atacante
Luciano,São Paulo,9,2522,BRA1,2024,Meia
Luciano Castán,Sport Recife,4,1936,BRA2,2024,Zagueiro
Luciano Juba,Bahia,1,3470,BRA1,2024,Lateral
Luciano Naninho,Vila Nova,12,977,BRA2,2024,Atacante
Luis Alberto,Lazio,8,2675,ITA1,2024,Segundo Volante
Luís Asué,Moreirense,12,1001,POR1,2024,Atacante
Luis Hernández,Cádiz,4,1051,SPA1,2024,Zagueiro
Luís Maximiano,Almería,0,3331,SPA1,2024,Goleiro
Luis Milla,Getafe,8,2448,SPA1,2024,Segundo Volante
Luis Muñoz,Cartagena,8,2548,SPA2,2024,Segundo Volante
Luis Perea,Leganés,8,934,SPA2,2024,Segundo Volante
Luis Rioja,Deportivo Alavés,10,2701,SPA1,2024,Extremo
Luisão,Grêmio Novorizontino,4,2956,BRA2,2024,Zagueiro
Luismi,Real Oviedo,7,1691,SPA2,2024,Primeiro Volante
Luismi Cruz,Tenerife,10,2067,SPA2,2024,Extremo
Luiz Araújo,Flamengo,10,1762,BRA1,2024,Extremo
Luiz Felipe,Atlético GO,4,1260,BRA1,2024,Zagueiro
Luiz Felipe,Ponte Preta,1,980,BRA2,2024,Lateral
Luiz Felipe,São Bernardo,4,1264,BUL,2024,Zagueiro
Luiz Felipe,Al Ittihad,4,1533,SAUD,2024,Zagueiro
Luiz Fernando,Atlético GO,10,2861,BRA1,2024,Extremo
Luiz Gustavo,São Paulo,7,2411,BRA1,2024,Primeiro Volante
Luiz Henrique,Botafogo,10,2772,BRA1,2024,Extremo
Luiz Henrique,Goiás,1,1407,BRA2,2024,Lateral
Luiz Júnior,Famalicão,0,3322,POR1,2024,Goleiro
Luiz Otávio,Mirassol,4,3047,BRA2,2024,Zagueiro
Luiz Phellype,OFI,12,1815,GRE,2024,Atacante
Lukian,Shonan Bellmare,12,2582,JAP,2024,Atacante
Luo Xin,Nantong Zhiyun,1,1500,CHN,2024,Lateral
Lyanco,Atlético Mineiro,4,1040,BRA1,2024,Zagueiro
Lyanco,Al Gharafa,4,1357,QAT,2024,Zagueiro
M. Aarons,Bournemouth,1,1398,ENG1,2024,Lateral
M. Abaldo,Gimnasia La Plata,11,1107,ARG1,2024,Extremo
M. Abdallah,Stade Lausanne-Ouchy,1,1337,SWZ,2024,Lateral
M. Abero,Cerro,1,2624,URU,2024,Lateral
M. Abline,Nantes,12,1183,FRA1,2024,Atacante
M. Achkov,Botev Vratsa,1,1310,BUL,2024,Lateral
M. Acosta,Sol de América,10,1224,PAR,2024,Extremo
M. Acuña,Sevilla,1,1512,SPA1,2024,Lateral
M. Acuña,Fénix,12,907,URU,2024,Atacante
M. Adeline,Annecy,7,1715,FRA2,2024,Primeiro Volante
M. Aebischer,Bologna,8,2579,ITA1,2024,Segundo Volante
M. Akanji,Manchester City,4,2798,ENG1,2024,Zagueiro
M. Aké,Yverdon Sport,10,1450,SWZ,2024,Extremo
